,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,profit,release_year,genres,director,roi_domestic,roi_foreign,roi_worldwide
1116,2011-12-31,Red Dog 2011,9100000,0,20927794,20927794,11827794,2011,"Biography,Comedy,Drama",Kriv Stenders,-100.0,129.97575824175826,129.97575824175826
1117,2014-07-18,The Purge: Anarchy 2014,9000000,71562550,111534881,39972331,102534881,2014,"Action,Horror,Sci-Fi",James DeMonaco,695.1394444444444,344.1370111111111,1139.2764555555555
1118,2016-10-21,Ouija: Origin of Evil 2016,9000000,35144505,81831866,46687361,72831866,2016,"Drama,Horror,Mystery",Mike Flanagan,290.4945,418.74845555555555,809.2429555555557
1119,2019-02-13,Happy Death Day 2U 2019,9000000,28051045,64179495,36128450,55179495,2019,"Drama,Horror,Mystery",Christopher Landon,211.6782777777778,301.4272222222222,613.1055
1120,2016-11-18,The Edge of Seventeen 2016,9000000,14431633,19096003,4664370,10096003,2016,"Comedy,Drama",Kelly Fremon Craig,60.351477777777774,-48.17366666666666,112.17781111111111
1121,2016-12-02,Jackie 2016,9000000,13960394,36588512,22628118,27588512,2016,"Biography,Drama,History",Pablo Larraín,55.11548888888888,151.42353333333332,306.53902222222223
1122,2011-08-12,Glee: The 3D Concert Movie 2011,9000000,11862398,17462398,5600000,8462398,2011,"Documentary,Music","Jennifer Arnold, Kevin Tancharoen",31.80442222222222,-37.77777777777778,94.02664444444444
1123,2016-11-04,Loving 2016,9000000,7710234,12898064,5187830,3898064,2016,"Biography,Drama,Romance",Jeff Nichols,-14.330733333333335,-42.35744444444444,43.311822222222226
1124,2016-08-26,Greater 2016,9000000,2000093,2000093,0,-6999907,2016,"Biography,Family,Sport",David L. Hunt,-77.77674444444445,-100.0,-77.77674444444445
1125,2018-12-25,Destroyer 2018,9000000,1533324,3681096,2147772,-5318904,2018,"Action,Crime,Drama",Karyn Kusama,-82.96306666666666,-76.13586666666666,-59.098933333333335
1126,2015-11-13,Heist 2015,8900000,50136,3324131,3273995,-5575869,2015,"Action,Crime,Thriller",Scott Mann,-99.43667415730337,-63.213539325842696,-62.65021348314607
1128,2016-11-18,Manchester by the Sea 2016,8500000,47695371,77733867,30038496,69233867,2016,Drama,Kenneth Lonergan,461.12201176470586,253.39407058823528,814.5160823529412
1129,2014-10-31,Nightcrawler 2014,8500000,32381218,50334418,17953200,41834418,2014,"Crime,Drama,Thriller",Dan Gilroy,280.95550588235295,111.21411764705881,492.16962352941175
1130,2013-09-27,Baggage Claim 2013,8500000,21569509,22885836,1316327,14385836,2013,Comedy,David E. Talbert,153.7589294117647,-84.51379999999999,169.2451294117647
1131,2016-10-07,Middle School: The Worst Years of My Life 2016,8500000,20007149,23311293,3304144,14811293,2016,"Comedy,Family",Steve Carr,135.37822352941177,-61.12771764705882,174.25050588235294
1132,2014-06-13,The Rover 2014,8500000,1109199,3180252,2071053,-5319748,2014,"Action,Crime,Drama",David Michôd,-86.9506,-75.6346705882353,-62.585270588235296
1133,2017-12-31,Posledniy bogatyr 2017,8500000,0,30700192,30700192,22200192,2017,"Action,Adventure,Comedy",Dmitriy Dyachenko,-100.0,261.1787294117647,261.1787294117647
1134,2013-05-31,Yeh Jawaani Hai Deewani 2013,8300000,3827466,50827466,47000000,42527466,2013,"Comedy,Drama,Musical",Ayan Mukherjee,-53.88595180722891,466.26506024096386,512.3791084337349
1136,2019-05-03,The Intruder 2019,8000000,35095904,36005871,909967,28005871,2019,"Drama,Horror,Mystery",Deon Taylor,338.6988,-88.6254125,350.07338749999997
1137,2011-09-30,50/50 2011,8000000,35016118,41334735,6318617,33334735,2011,"Comedy,Drama,Romance",Jonathan Levine,337.70147499999996,-21.017287500000002,416.6841875
1138,2015-09-02,A Walk in the Woods 2015,8000000,29499394,37119358,7619964,29119358,2015,"Adventure,Biography,Comedy",Ken Kwapis,268.74242499999997,-4.75045,363.99197499999997
1139,2014-01-31,That Awkward Moment 2014,8000000,26068955,53068955,27000000,45068955,2014,"Comedy,Romance",Tom Gormican,225.86193749999998,237.5,563.3619375000001
1140,2013-09-18,Enough Said 2013,8000000,17550872,25621449,8070577,17621449,2013,"Comedy,Drama,Romance",Nicole Holofcener,119.3859,0.8822125000000001,220.26811249999997
1141,2011-04-29,Prom 2011,8000000,10130219,10763183,632964,2763183,2011,"Comedy,Drama,Family",Joe Nussbaum,26.6277375,-92.08794999999999,34.5397875
1142,2015-06-12,Me and Earl and the Dying Girl 2015,8000000,6758416,9266180,2507764,1266180,2015,"Comedy,Drama,Romance",Alfonso Gomez-Rejon,-15.5198,-68.65295,15.827250000000001
1144,2016-09-02,Morgan 2016,8000000,3915251,7298786,3383535,-701214,2016,"Action,Horror,Sci-Fi",Luke Scott,-51.059362500000006,-57.7058125,-8.765175
1145,2015-12-30,Anomalisa 2015,8000000,3759286,5706168,1946882,-2293832,2015,"Animation,Comedy,Drama","Duke Johnson, Charlie Kaufman",-53.008925,-75.66397500000001,-28.672900000000002
1148,2018-10-26,London Fields 2018,8000000,252676,433732,181056,-7566268,2018,"Crime,Mystery,Thriller",Mathew Cullen,-96.84155,-97.7368,-94.57835
1149,2011-09-16,Restless 2011,8000000,163753,2772511,2608758,-5227489,2011,"Drama,Romance",Gus Van Sant,-97.95308750000001,-67.390525,-65.3436125
1151,2016-11-18,A Street Cat Named Bob 2016,8000000,82703,17382693,17299990,9382693,2016,"Biography,Comedy,Drama",Roger Spottiswoode,-98.9662125,116.24987499999999,117.28366249999999
1152,2014-08-12,Swelter 2014,8000000,0,44197,44197,-7955803,2014,"Action,Crime,Drama",Keith Parmer,-100.0,-99.44753750000001,-99.44753750000001
1153,2016-05-06,Code of Honor 2016,8000000,0,0,0,-8000000,2016,"Action,Crime,Thriller",Michael Winnick,-100.0,-100.0,-100.0
1154,2011-12-21,Albert Nobbs 2011,7500000,3014696,8539003,5524307,1039003,2011,"Drama,Romance",Rodrigo García,-59.80405333333333,-26.342573333333334,13.853373333333332
1155,2016-06-24,The Neon Demon 2016,7500000,1333124,3559803,2226679,-3940197,2016,"Horror,Thriller",Nicolas Winding Refn,-82.22501333333334,-70.31094666666667,-52.53596
1156,2015-05-15,Pound of Flesh 2015,7500000,0,0,0,-7500000,2015,"Action,Thriller",Ernie Barbarash,-100.0,-100.0,-100.0
1157,2017-01-13,The Bye Bye Man 2017,7400000,22395806,31187727,8791921,23787727,2017,"Drama,Fantasy,Horror",Stacy Title,202.64602702702703,18.809743243243243,321.4557702702703
1158,2012-06-29,Magic Mike 2012,7000000,113721571,170549753,56828182,163549753,2012,"Comedy,Drama",Steven Soderbergh,1524.5938714285714,711.8311714285715,2336.4250428571427
1159,2018-03-16,I Can Only Imagine 2018,7000000,83482352,85604221,2121869,78604221,2018,"Biography,Drama,Family","Andrew Erwin, Jon Erwin",1092.6050285714286,-69.68758571428572,1122.917442857143
1160,2019-03-15,Five Feet Apart 2019,7000000,45729221,80504421,34775200,73504421,2019,"Drama,Romance",Justin Baldoni,553.2745857142858,396.78857142857146,1050.0631571428573
1161,2011-05-06,Jumping the Broom 2011,7000000,37295394,38158601,863207,31158601,2011,"Comedy,Drama",Salim Akil,432.79134285714287,-87.66847142857142,445.12287142857144
1162,2017-04-07,Gifted 2017,7000000,24801212,36964656,12163444,29964656,2017,Drama,Marc Webb,254.3030285714286,73.76348571428572,428.0665142857143
1163,2015-06-19,Dope 2015,7000000,17506470,18190831,684361,11190831,2015,"Comedy,Crime,Drama",Rick Famuyiwa,150.09242857142857,-90.22341428571428,159.8690142857143
1164,2014-01-17,Devil's Due 2014,7000000,15821461,36146087,20324626,29146087,2014,"Horror,Mystery,Thriller","Matt Bettinelli-Olpin, Tyler Gillett",126.02087142857144,190.3518,416.37267142857144
1165,2014-11-14,Beyond the Lights 2014,7000000,14618727,14618727,0,7618727,2014,"Drama,Music,Romance",Gina Prince-Bythewood,108.83895714285714,-100.0,108.83895714285714
1169,2013-11-15,The Christmas Candle 2013,7000000,1632000,1933829,301829,-5066171,2013,"Drama,Family",John Stephenson,-76.68571428571428,-95.68815714285715,-72.37387142857142
1170,2015-10-02,Freeheld 2015,7000000,546201,1732228,1186027,-5267772,2015,"Biography,Drama,Romance",Peter Sollett,-92.19712857142856,-83.05675714285714,-75.25388571428572
1173,2016-12-06,Oddball 2016,7000000,0,10237229,10237229,3237229,2016,Documentary,Joshua Moore,-100.0,46.24612857142857,46.24612857142857
1174,2015-11-20,Criminal Activities 2015,7000000,0,386744,386744,-6613256,2015,"Crime,Drama,Thriller",Jackie Earle Haley,-100.0,-94.47508571428571,-94.47508571428571
1175,2012-09-21,House at the End of the Street 2012,6900000,31611916,44103982,12492066,37203982,2012,"Drama,Horror,Thriller",Mark Tonderai,358.1437101449275,81.0444347826087,539.1881449275362
1177,2014-10-03,Annabelle 2014,6500000,84273813,256862920,172589107,250362920,2014,"Horror,Mystery,Thriller",John R. Leonetti,1196.5202,2555.217030769231,3851.7372307692303
1178,2017-10-20,Same Kind of Different as Me 2017,6500000,6423605,6423605,0,-76395,2017,"Biography,Drama",Michael Carney,-1.1753076923076924,-100.0,-1.1753076923076924
1179,2011-12-02,Shame 2011,6500000,4002293,20412841,16410548,13912841,2011,Drama,Steve McQueen,-38.42626153846154,152.46996923076924,214.04370769230766
1180,2013-05-31,The East 2013,6500000,2274649,3027956,753307,-3472044,2013,"Adventure,Drama,Thriller",Zal Batmanglij,-65.00540000000001,-88.41066153846154,-53.416061538461534
1181,2018-05-11,Breaking In 2018,6000000,46840590,51411620,4571030,45411620,2018,"Action,Crime,Drama",James McTeigue,680.6765,-23.816166666666668,756.8603333333333
1182,2019-03-29,Unplanned 2019,6000000,18107621,18107621,0,12107621,2019,"Biography,Drama","Chuck Konzelman, Cary Solomon",201.79368333333332,-100.0,201.79368333333332
1183,2019-02-08,The Prodigy 2019,6000000,14856291,19789712,4933421,13789712,2019,"Horror,Thriller",Nicholas McCarthy,147.60485,-17.776316666666666,229.82853333333333
1184,2018-11-30,The Possession of Hannah Grace 2018,6000000,14836174,42785387,27949213,36785387,2018,"Horror,Mystery,Thriller",Diederik Van Rooijen,147.26956666666666,365.8202166666667,613.0897833333333
1185,2012-09-07,The Words 2012,6000000,11494838,16369708,4874870,10369708,2012,"Drama,Mystery,Romance","Brian Klugman, Lee Sternthal",91.58063333333332,-18.752166666666668,172.82846666666666
1186,2012-03-16,Casa de mi Padre 2012,6000000,5909483,8446952,2537469,2446952,2012,"Comedy,Western",Matt Piedmont,-1.5086166666666667,-57.70885,40.78253333333333
1187,2011-07-29,The Guard 2011,6000000,5359774,21197454,15837680,15197454,2011,"Comedy,Crime,Thriller",John Michael McDonagh,-10.670433333333333,163.96133333333333,253.29090000000002
1188,2014-07-18,Wish I Was Here 2014,6000000,3591299,6591365,3000066,591365,2014,"Comedy,Drama",Zach Braff,-40.14501666666666,-49.9989,9.856083333333334
1189,2014-03-14,Veronica Mars 2014,6000000,3322127,3485383,163256,-2514617,2014,"Crime,Drama,Mystery",Rob Thomas,-44.63121666666667,-97.27906666666667,-41.91028333333333
1190,2011-07-15,Snow Flower and the Secret Fan 2011,6000000,1348205,11348205,10000000,5348205,2011,"Drama,History",Wayne Wang,-77.52991666666667,66.66666666666666,89.13674999999999
1191,2018-09-14,Mandy 2018,6000000,1214525,1427656,213131,-4572344,2018,"Action,Fantasy,Horror",Panos Cosmatos,-79.75791666666666,-96.44781666666667,-76.20573333333334
1192,2012-12-07,Deadfall 2012,6000000,66351,1673635,1607284,-4326365,2012,"Crime,Drama,Thriller",Stefan Ruzowitzky,-98.89415,-73.21193333333333,-72.10608333333333
1194,2011-05-10,The Hit List 2011,6000000,0,0,0,-6000000,2011,"Action,Thriller",William Kaufman,-100.0,-100.0,-100.0
1195,2012-10-05,Trade of Innocents 2012,5800000,15091,15091,0,-5784909,2012,"Drama,Thriller",Christopher M. Bessette,-99.73981034482759,-100.0,-99.73981034482759
1197,2012-12-07,Khiladi 786 2012,5600000,385422,14683763,14298341,9083763,2012,"Action,Comedy",Ashish R. Mohan,-93.11746428571429,155.32751785714285,162.21005357142857
1198,2013-09-27,Don Jon 2013,5500000,24477704,41268579,16790875,35768579,2013,"Comedy,Drama,Romance",Joseph Gordon-Levitt,345.04916363636363,205.28863636363636,650.3378
1199,2018-09-28,Hell Fest 2018,5500000,11107431,18119231,7011800,12619231,2018,Horror,Gregory Plotkin,101.95329090909091,27.487272727272728,229.44056363636363
1200,2011-10-21,Le Havre 2011,5500000,611709,13480196,12868487,7980196,2011,"Comedy,Drama",Aki Kaurismäki,-88.87801818181819,133.9724909090909,145.09447272727272
1201,2011-07-15,Salvation Boulevard 2011,5500000,28468,28468,0,-5471532,2011,"Action,Comedy,Drama",George Ratliff,-99.4824,-100.0,-99.4824
1202,2011-04-22,Dum Maaro Dum 2011,5200000,564489,11633427,11068938,6433427,2011,"Action,Crime,Drama",Rohan Sippy,-89.1444423076923,112.8641923076923,123.71974999999999
1203,2017-02-24,Get Out 2017,5000000,176040665,255367951,79327286,250367951,2017,"Horror,Mystery,Thriller",Jordan Peele,3420.8133,1486.54572,5007.35902
1204,2011-10-21,Paranormal Activity 3 2011,5000000,104028807,207039844,103011037,202039844,2011,"Horror,Mystery,Thriller","Henry Joost, Ariel Schulman",1980.5761400000001,1960.2207400000002,4040.79688
1205,2016-03-11,10 Cloverfield Lane 2016,5000000,72082999,108286422,36203423,103286422,2016,"Drama,Horror,Mystery",Dan Trachtenberg,1341.65998,624.06846,2065.7284400000003
1206,2016-07-22,Lights Out 2016,5000000,67268835,148806510,81537675,143806510,2016,"Drama,Horror,Mystery",David F. Sandberg,1245.3766999999998,1530.7535,2876.1302
1208,2015-09-11,The Visit 2015,5000000,65206105,98677816,33471711,93677816,2015,"Horror,Mystery,Thriller",M. Night Shyamalan,1204.1221,569.43422,1873.5563200000001
1209,2017-10-13,Happy Death Day 2017,5000000,55683845,125010260,69326415,120010260,2017,"Horror,Mystery,Thriller",Christopher Landon,1013.6768999999999,1286.5283,2400.2052
1210,2012-10-19,Paranormal Activity 4 2012,5000000,53900335,142817992,88917657,137817992,2012,"Horror,Mystery,Thriller","Henry Joost, Ariel Schulman",978.0067,1678.3531400000002,2756.35984
1211,2014-10-24,Ouija 2014,5000000,50856010,103300632,52444622,98300632,2014,"Horror,Mystery,Thriller",Stiles White,917.1202,948.89244,1966.01264
1212,2015-08-07,The Gift 2015,5000000,43787265,58978477,15191212,53978477,2015,"Drama,Mystery,Thriller",Joel Edgerton,775.7453,203.82424,1079.56954
1213,2017-06-23,The Big Sick 2017,5000000,42872467,53972860,11100393,48972860,2017,"Comedy,Drama,Romance",Michael Showalter,757.44934,122.00786,979.4572000000001
1214,2014-01-03,Paranormal Activity: The Marked Ones 2014,5000000,32462372,90904854,58442482,85904854,2014,"Horror,Mystery,Thriller",Christopher Landon,549.24744,1068.84964,1718.09708
1215,2013-11-01,Dallas Buyers Club 2013,5000000,27298285,60611845,33313560,55611845,2013,"Biography,Drama",Jean-Marc Vallée,445.96569999999997,566.2712,1112.2369
1216,2015-08-26,No Escape 2015,5000000,27288872,42844516,15555644,37844516,2015,"Action,Thriller",John Erick Dowdle,445.77744,211.11288,756.89032
1217,2015-02-27,The Lazarus Effect 2015,5000000,25801570,38359310,12557740,33359310,2015,"Horror,Mystery,Sci-Fi",David Gelb,416.03139999999996,151.1548,667.1862
1218,2011-08-26,Our Idiot Brother 2011,5000000,24814830,25861249,1046419,20861249,2011,"Comedy,Drama",Jesse Peretz,396.2966,-79.07162,417.22498
1219,2018-03-09,The Strangers: Prey at Night 2018,5000000,24431472,29960051,5528579,24960051,2018,Horror,Johannes Roberts,388.62944,10.571579999999999,499.20102
1220,2013-07-05,The Way Way Back 2013,5000000,21502690,26853810,5351120,21853810,2013,"Comedy,Drama","Nat Faxon, Jim Rash",330.0538,7.022399999999999,437.07620000000003
1221,2014-08-29,"As Above, So Below 2014",5000000,21222315,41824066,20601751,36824066,2014,"Adventure,Horror,Mystery",John Erick Dowdle,324.4463,312.03502,736.4813200000001
1222,2016-02-19,Race 2016,5000000,19115191,23745772,4630581,18745772,2016,"Biography,Drama,Sport",Stephen Hopkins,282.30382000000003,-7.38838,374.91544
1223,2011-09-02,Apollo 18 2011,5000000,17686929,26517819,8830890,21517819,2011,"Horror,Mystery,Sci-Fi",Gonzalo López-Gallego,253.73858,76.6178,430.35638
1224,2018-03-23,"Paul, Apostle of Christ 2018",5000000,17547999,25529498,7981499,20529498,2018,"Adventure,Biography,Drama",Andrew Hyatt,250.95998000000003,59.62998,410.58995999999996
1225,2014-10-10,Addicted 2014,5000000,17390770,17499242,108472,12499242,2014,"Drama,Thriller",Bille Woodruff,247.8154,-97.83056,249.98484
1227,2017-06-09,It Comes at Night 2017,5000000,13985117,19720203,5735086,14720203,2017,"Horror,Mystery",Trey Edward Shults,179.70234,14.701719999999998,294.40406
1228,2017-03-03,Before I Fall 2017,5000000,12241072,18945682,6704610,13945682,2017,"Drama,Fantasy,Mystery",Ry Russo-Young,144.82144,34.0922,278.91364
1229,2016-01-29,Fifty Shades of Black 2016,5000000,11686940,22113075,10426135,17113075,2016,Comedy,Michael Tiddes,133.7388,108.5227,342.2615
1230,2016-03-11,The Perfect Match 2016,5000000,9669521,10182050,512529,5182050,2016,"Comedy,Romance",Bille Woodruff,93.39041999999999,-89.74942,103.641
1231,2018-09-21,Fahrenheit 11/9 2018,5000000,6352306,6653715,301409,1653715,2018,Documentary,Michael Moore,27.046120000000002,-93.97182,33.0743
1233,2015-09-11,90 Minutes in Heaven 2015,5000000,4816142,4816142,0,-183858,2015,Drama,Michael Polish,-3.67716,-100.0,-3.67716
1234,2016-12-02,Incarnate 2016,5000000,4799774,9371036,4571262,4371036,2016,"Horror,Thriller",Brad Peyton,-4.00452,-8.57476,87.42072
1235,2017-03-03,Table 19 2017,5000000,3614896,4620399,1005503,-379601,2017,"Comedy,Drama,Romance",Jeffrey Blitz,-27.702080000000002,-79.88994000000001,-7.59202
1236,2016-03-04,The Other Side of the Door 2016,5000000,3000342,12905107,9904765,7905107,2016,Horror,Johannes Roberts,-39.99316,98.0953,158.10214
1237,2014-10-10,Kill the Messenger 2014,5000000,2450846,6656705,4205859,1656705,2014,"Biography,Crime,Drama",Michael Cuesta,-50.98308,-15.88282,33.1341
1239,2015-10-23,Jem and the Holograms 2015,5000000,2184640,2368937,184297,-2631063,2015,"Adventure,Drama,Family",Jon M. Chu,-56.3072,-96.31406,-52.62126000000001
1240,2016-12-28,Paterson 2016,5000000,2141423,10727536,8586113,5727536,2016,"Comedy,Drama,Romance",Jim Jarmusch,-57.17154,71.72226,114.55072
1241,2014-09-12,Atlas Shrugged: Who Is John Galt? 2014,5000000,851690,851690,0,-4148310,2014,"Drama,Mystery,Sci-Fi",James Manera,-82.9662,-100.0,-82.9662
1242,2013-08-16,Ain't Them Bodies Saints 2013,5000000,391611,1075009,683398,-3924991,2013,"Crime,Drama,Romance",David Lowery,-92.16778,-86.33203999999999,-78.49982
1243,2015-08-07,Cop Car 2015,5000000,134552,143658,9106,-4856342,2015,"Crime,Thriller",Jon Watts,-97.30896,-99.81788,-97.12684
1244,2014-10-17,Rudderless 2014,5000000,56001,567219,511218,-4432781,2014,"Comedy,Drama,Music",William H. Macy,-98.87998,-89.77564,-88.65562
1245,2015-05-15,Area 51 2015,5000000,7556,7556,0,-4992444,2015,"Horror,Sci-Fi,Thriller",Oren Peli,-99.84888,-100.0,-99.84888
1246,2014-12-05,Dying of the Light 2014,5000000,0,74639,74639,-4925361,2014,"Drama,Thriller",Paul Schrader,-100.0,-98.50721999999999,-98.50721999999999
1247,2016-09-02,Yoga Hosers 2016,5000000,0,22958,22958,-4977042,2016,"Action,Comedy,Fantasy",Kevin Smith,-100.0,-99.54084,-99.54084
1248,2014-11-21,Reach Me 2014,5000000,0,0,0,-5000000,2014,"Comedy,Crime,Drama",John Herzfeld,-100.0,-100.0,-100.0
1249,2014-08-18,Henry & Me 2014,5000000,0,0,0,-5000000,2014,"Animation,Family",Barrett Esposito,-100.0,-100.0,-100.0
1250,2012-12-31,Should've Been Romeo 2012,5000000,0,0,0,-5000000,2012,"Comedy,Drama",Marc Bennett,-100.0,-100.0,-100.0
1251,2015-10-27,Running Forever 2015,5000000,0,0,0,-5000000,2015,Family,"Dan Garcia, Mike Mayhall",-100.0,-100.0,-100.0
1252,2013-07-19,Only God Forgives 2013,4800000,775849,4494560,3718711,-305440,2013,"Crime,Drama",Nicolas Winding Refn,-83.83647916666666,-22.526854166666666,-6.363333333333333
1253,2011-09-30,Take Shelter 2011,4750000,1728953,4972016,3243063,222016,2011,"Drama,Horror,Thriller",Jeff Nichols,-63.60098947368421,-31.72498947368421,4.674021052631579
1254,2011-12-31,Without Men 2011,4700000,0,0,0,-4700000,2011,Comedy,Gabriela Tagliavini,-100.0,-100.0,-100.0
1255,2011-10-07,Blackthorn 2011,4500000,200558,1217307,1016749,-3282693,2011,"Action,Adventure,Western",Mateo Gil,-95.54315555555556,-77.40557777777778,-72.94873333333334
1256,2015-05-08,Maggie 2015,4500000,187112,1027760,840648,-3472240,2015,"Drama,Horror",Henry Hobson,-95.84195555555556,-81.31893333333333,-77.16088888888889
1257,2014-09-04,Falcon Rising 2014,4500000,11774,11774,0,-4488226,2014,"Action,Adventure",Ernie Barbarash,-99.73835555555556,-100.0,-99.73835555555556
1258,2013-06-25,Hansel & Gretel Get Baked 2013,4500000,0,0,0,-4500000,2013,"Comedy,Horror",Duane Journey,-100.0,-100.0,-100.0
1259,2014-11-07,Fugly 2014,4500000,0,0,0,-4500000,2014,"Drama,Thriller",Kabir Sadanand,-100.0,-100.0,-100.0
1260,2015-08-28,Zipper 2015,4500000,0,0,0,-4500000,2015,"Drama,Thriller",Mora Stephens,-100.0,-100.0,-100.0
1261,2015-11-03,The Final Girls 2015,4500000,0,0,0,-4500000,2015,"Comedy,Drama,Fantasy",Todd Strauss-Schulson,-100.0,-100.0,-100.0
1262,2017-12-01,Daisy Winters 2017,4500000,0,0,0,-4500000,2017,Drama,Beth LaMure,-100.0,-100.0,-100.0
1264,2011-10-21,Cargo 2011,4200000,0,313230,313230,-3886770,2011,Drama,Yan Vizinberg,-100.0,-92.54214285714286,-92.54214285714286
1265,2015-01-23,The Boy Next Door 2015,4000000,36006065,53401938,17395873,49401938,2015,"Horror,Thriller",Rob Cohen,800.151625,334.896825,1235.04845
1266,2014-07-11,Boyhood 2014,4000000,25379975,57273049,31893074,53273049,2014,Drama,Richard Linklater,534.4993750000001,697.3268499999999,1331.826225
1268,2014-04-18,A Haunted House 2 2014,4000000,17329487,21206861,3877374,17206861,2014,"Comedy,Fantasy",Michael Tiddes,333.237175,-3.0656499999999998,430.171525
1269,2013-03-01,The Last Exorcism Part II 2013,4000000,15179303,25448707,10269404,21448707,2013,"Drama,Horror,Thriller",Ed Gass-Donnelly,279.482575,156.7351,536.217675
1270,2016-05-13,The Darkness 2016,4000000,10753574,10898293,144719,6898293,2016,"Horror,Thriller",Greg McLean,168.83935000000002,-96.382025,172.457325
1272,2011-06-17,The Art of Getting By 2011,4000000,1430241,1989035,558794,-2010965,2011,"Drama,Romance",Gavin Wiesen,-64.24397499999999,-86.03015,-50.274125000000005
1273,2011-09-23,Red State 2011,4000000,1065429,1983596,918167,-2016404,2011,"Action,Crime,Horror",Kevin Smith,-73.364275,-77.04582500000001,-50.4101
1274,2012-10-17,Holy Motors 2012,4000000,641054,4230426,3589372,230426,2012,"Drama,Fantasy",Leos Carax,-83.97365,-10.265699999999999,5.76065
1275,2014-06-13,The Signal 2014,4000000,600896,2665322,2064426,-1334678,2014,"Drama,Mystery,Sci-Fi",William Eubank,-84.9776,-48.38935,-33.36695
1276,2014-04-11,Joe 2014,4000000,373375,373375,0,-3626625,2014,Documentary,Alfonso Perugini,-90.665625,-100.0,-90.665625
1278,2019-06-07,Late Night 2019,4000000,246305,246305,0,-3753695,2019,"Comedy,Drama",Nisha Ganatra,-93.842375,-100.0,-93.842375
1279,2014-04-18,13 Sins 2014,4000000,9134,47552,38418,-3952448,2014,"Horror,Thriller",Daniel Stamm,-99.77165,-99.03954999999999,-98.8112
1280,2011-11-18,Another Happy Day 2011,4000000,9120,978527,969407,-3021473,2011,"Comedy,Drama",Sam Levinson,-99.772,-75.764825,-75.536825
1281,2014-07-11,The Perfect Wave 2014,4000000,0,0,0,-4000000,2014,"Adventure,Biography,Drama",Bruce Macdonald,-100.0,-100.0,-100.0
1282,2015-09-08,Chain of Command 2015,4000000,0,0,0,-4000000,2015,"Action,Thriller",Kevin Carraway,-100.0,-100.0,-100.0
1284,2018-04-13,Truth or Dare 2018,3500000,41411015,95127344,53716329,91627344,2018,"Horror,Thriller",Jeff Wadlow,1083.171857142857,1434.7522571428572,2617.9241142857145
1286,2018-02-02,Winchester 2018,3500000,25091816,44378040,19286224,40878040,2018,"Biography,Drama,Fantasy","Peter Spierig, Michael Spierig",616.9090285714286,451.0349714285714,1167.944
1287,2013-02-22,Dark Skies 2013,3500000,17418667,27704111,10285444,24204111,2013,"Horror,Sci-Fi,Thriller",Scott Stewart,397.6762,193.86982857142857,691.5460285714286
1288,2018-01-19,Forever My Girl 2018,3500000,16376066,16376066,0,12876066,2018,"Drama,Music,Romance",Bethany Ashton Wolf,367.88759999999996,-100.0,367.88759999999996
1289,2016-12-02,Believe 2016,3500000,890303,890303,0,-2609697,2016,Drama,Billy Dickson,-74.56277142857142,-100.0,-74.56277142857142
1290,2016-09-30,American Honey 2016,3500000,663247,2611750,1948503,-888250,2016,"Adventure,Drama,Romance",Andrea Arnold,-81.05008571428571,-44.32848571428571,-25.378571428571426
1291,2016-01-08,The Masked Saint 2016,3500000,182695,182695,0,-3317305,2016,"Action,Biography,Crime",Warren P. Sonoda,-94.78014285714286,-100.0,-94.78014285714286
1292,2011-12-31,The Kick 2011,3500000,0,40622,40622,-3459378,2011,"Action,Sport",Prachya Pinkaew,-100.0,-98.83937142857143,-98.83937142857143
1293,2011-10-21,Margin Call 2011,3400000,5353586,20433227,15079641,17033227,2011,"Drama,Thriller",J.C. Chandor,57.458411764705886,343.5188529411765,500.9772647058823
1294,2014-10-10,Whiplash 2014,3300000,13092006,38969037,25877031,35669037,2014,"Drama,Music",Damien Chazelle,296.7274545454545,684.1524545454545,1080.879909090909
1295,2018-07-06,Sorry to Bother You 2018,3200000,17493096,18285560,792464,15085560,2018,"Comedy,Fantasy,Sci-Fi",Boots Riley,446.65925,-75.2355,471.42375000000004
1297,2015-08-28,War Room 2015,3000000,67790117,73975239,6185122,70975239,2015,Drama,Alex Kendrick,2159.6705666666667,106.17073333333333,2365.8413
1298,2013-06-07,The Purge 2013,3000000,64473115,91266581,26793466,88266581,2013,"Horror,Thriller",James DeMonaco,2049.103833333333,793.1155333333332,2942.2193666666667
1299,2012-10-12,Sinister 2012,3000000,48086903,87727807,39640904,84727807,2012,"Horror,Mystery,Thriller",Scott Derrickson,1502.8967666666667,1221.3634666666667,2824.2602333333334
1300,2018-06-01,Upgrade 2018,3000000,11977130,16553285,4576155,13553285,2018,"Action,Sci-Fi,Thriller",Leigh Whannell,299.23766666666666,52.5385,451.7761666666667
1301,2013-05-24,Before Midnight 2013,3000000,8110621,23251930,15141309,20251930,2013,"Drama,Romance",Richard Linklater,170.35403333333335,404.71029999999996,675.0643333333334
1302,2017-10-27,Let There Be Light 2017,3000000,7233471,7241309,7838,4241309,2017,Drama,Kevin Sorbo,141.1157,-99.73873333333333,141.37696666666665
1304,2016-06-24,Swiss Army Man 2016,3000000,4210454,5837111,1626657,2837111,2016,"Adventure,Comedy,Drama","Dan Kwan, Daniel Scheinert",40.34846666666667,-45.7781,94.57036666666667
