,title,release_year,average_rating,runtime_minutes,genres,studio,total_gross_mil,domestic_gross,foreign_gross,total_gross
237,Lebanon,2010,,,,SPC,1.198,"$368,000","$830,000","$1,198,000"
238,Howl,2010,6.8,84.0,"Biography,Drama,Romance",Osci.,1.183,"$617,000","$566,000","$1,183,000"
239,Videocracy,2010,,,,Kino,1.2237,"$23,700","$1,200,000","$1,223,700"
240,When You'Re Strange,2010,,,,Abr.,1.147,"$246,000","$901,000","$1,147,000"
241,The Salvation Poem ,2010,,,,CZ,1.098,"$915,000","$183,000","$1,098,000"
242,Casino Jack,2010,6.2,108.0,"Biography,Comedy,Crime",ATO,1.0407,"$1,000,000","$40,700","$1,040,700"
243,Leaving,2010,,,,IFC,1.069,"$176,000","$893,000","$1,069,000"
244,Khatta Meetha,2010,5.8,157.0,"Comedy,Crime,Drama",Eros,1.041,"$542,000","$499,000","$1,041,000"
245,We Are Family,2010,5.6,115.0,"Drama,Family",UTV,1.031,"$638,000","$393,000","$1,031,000"
246,Leaves Of Grass,2010,,,,First,1.0191,"$70,100","$949,000","$1,019,100"
247,North Face,2010,,,,MBox,0.927,"$711,000","$216,000","$927,000"
248,Creation,2010,,,,NM,0.896,"$341,000","$555,000","$896,000"
249,No One Knows About Persian Cats,2010,,,,IFC,0.8798,"$81,800","$798,000","$879,800"
250,Carlos,2010,,,,IFC,0.872,"$146,000","$726,000","$872,000"
251,Hideaway ,2010,,,,Strand,0.8715,"$34,500","$837,000","$871,500"
252,The Disappearance Of Alice Creed,2010,,,,Anch.,0.868,"$167,000","$701,000","$868,000"
253,Break Ke Baad,2010,5.2,118.0,"Comedy,Drama,Romance",Relbig.,0.817,"$428,000","$389,000","$817,000"
254,Veer ,2010,,,,Eros,0.804,"$527,000","$277,000","$804,000"
255,Life During Wartime,2010,,,,IFC,0.768,"$281,000","$487,000","$768,000"
256,Enter The Void,2010,,,,IFC,0.754,"$336,000","$418,000","$754,000"
257,The Secret Of Kells,2010,,,,GK,0.7397,"$677,000","$62,700","$739,700"
258,The Polar Express ,2010,,,,WB,0.673,"$673,000",$0,"$673,000"
259,No Problem,2010,4.2,139.0,"Action,Comedy,Crime",Eros,0.654,"$285,000","$369,000","$654,000"
260,All Good Things,2010,6.3,101.0,"Crime,Drama,Mystery",Magn.,0.6445,"$582,000","$62,500","$644,500"
261,Jack Goes Boating,2010,6.4,91.0,"Drama,Romance",Over.,0.6196,"$542,000","$77,600","$619,600"
262,Holy Rollers,2010,5.9,89.0,"Biography,Crime,Drama",FInd.,0.608,"$303,000","$305,000","$608,000"
263,Chain Letter,2010,,,,NFC,0.586,"$139,000","$447,000","$586,000"
264,I Spit On Your Grave,2010,6.3,108.0,"Horror,Thriller",Anch.,0.5731,"$93,100","$480,000","$573,100"
265,I'M Still Here,2010,6.2,108.0,"Comedy,Drama,Music",Magn.,0.569,"$409,000","$160,000","$569,000"
266,I'M Still Here,2010,7.1,60.0,,Magn.,0.569,"$409,000","$160,000","$569,000"
267,Salt Of This Sea,2010,,,,Lorb.,0.5567,"$11,700","$545,000","$556,700"
268,Undertow ,2010,,,,TFC,0.502,"$109,000","$393,000","$502,000"
269,Father Of My Children,2010,,,,IFC,0.479,"$144,000","$335,000","$479,000"
270,The Greatest ,2010,,,,Pala.,0.474,"$115,000","$359,000","$474,000"
271,The Extra Man,2010,5.9,108.0,Comedy,Magn.,0.4575,"$453,000","$4,500","$457,500"
272,Tiny Furniture,2010,6.2,98.0,"Comedy,Drama,Romance",IFC,0.392,"$392,000",$0,"$392,000"
273,Dogtooth,2010,,,,Kino,0.384,"$110,000","$274,000","$384,000"
274,Grease ,2010,,,,Par.,0.366,"$366,000",$0,"$366,000"
275,The Tempest,2010,5.4,110.0,"Comedy,Drama,Fantasy",Mira.,0.3467,"$278,000","$68,700","$346,700"
276,The Tempest,2010,7.8,131.0,Drama,Mira.,0.3467,"$278,000","$68,700","$346,700"
277,The Good Heart,2010,,,,Magn.,0.3439,"$20,900","$323,000","$343,900"
278,Formosa Betrayed,2010,,,,Scre.,0.326,"$225,000","$101,000","$326,000"
279,Red Hill,2010,6.4,95.0,"Thriller,Western",Strand,0.3211,"$21,100","$300,000","$321,100"
280,Welcome To The Rileys,2010,7.0,110.0,Drama,Gold.,0.317,"$159,000","$158,000","$317,000"
281,"A Woman, A Gun And A Noodle Shop",2010,,,,SPC,0.312,"$191,000","$121,000","$312,000"
282,The Girl On The Train,2010,,,,Strand,0.3051,"$208,000","$97,100","$305,100"
283,Mesrine: Public Enemy No. 1,2010,,,,MBox,0.3031,"$275,000","$28,100","$303,100"
284,44 Inch Chest,2010,,,,Imag.,0.294,"$39,000","$255,000","$294,000"
285,Karthik Calling Karthik,2010,7.0,135.0,"Drama,Mystery,Thriller",Eros,0.2931,"$286,000","$7,100","$293,100"
286,Last Train Home,2010,,,,Zeit.,0.288,"$288,000",$0,"$288,000"
287,Eyes Wide Open,2010,8.7,110.0,"Documentary,History",NAV,0.2763,"$26,300","$250,000","$276,300"
288,Waste Land,2010,7.9,99.0,Documentary,Arth.,0.2767,"$188,000","$88,700","$276,700"
289,South Of The Border,2010,,,,CLS,0.2698,"$199,000","$70,800","$269,800"
290,Human Centipede,2010,,,,IFC,0.2517,"$181,000","$70,700","$251,700"
291,"Lovely, Still",2010,,,,Mont.,0.234,"$128,000","$106,000","$234,000"
292,The Girl ,2010,,,,Olive,0.2312,"$2,200","$229,000","$231,200"
293,Sweetgrass,2010,,,,CGld,0.207,"$207,000",$0,"$207,000"
294,Bitch Slap,2010,,,,Free,0.1994,"$17,400","$182,000","$199,400"
295,Chance Pe Dance,2010,4.7,122.0,"Comedy,Drama,Musical",UTV,0.1933,"$169,000","$24,300","$193,300"
296,Client 9: The Rise And Fall Of Eliot Spitzer,2010,7.4,117.0,Documentary,Magn.,0.1925,"$189,000","$3,500","$192,500"
297,Casino Jack And The United States Of Money,2010,7.1,118.0,Documentary,Magn.,0.177,"$177,000",$0,"$177,000"
298,Perrier'S Bounty,2010,,,,IFC,0.1678,$800,"$167,000","$167,800"
299,Around A Small Mountain,2010,,,,CGld,0.1642,"$33,200","$131,000","$164,200"
300,Spring Fever,2010,,,,Strand,0.1608,"$10,800","$150,000","$160,800"
301,The Eclipse,2010,,,,Magn.,0.1594,"$133,000","$26,400","$159,400"
302,George A. Romero'S Survival Of The Dead,2010,,,,Magn.,0.1435,"$102,000","$41,500","$143,500"
303,The Romantics,2010,5.1,95.0,"Comedy,Drama,Romance",FOAK,0.1243,"$107,000","$17,300","$124,300"
304,Celine: Through The Eyes Of The World,2010,7.9,120.0,"Documentary,Music",Sony,0.119,$0,"$119,000","$119,000"
305,Freakonomics,2010,6.4,93.0,Documentary,Magn.,0.1174,"$101,000","$16,400","$117,400"
306,Saint John Of Las Vegas,2010,,,,IVP,0.1121,"$103,000","$9,100","$112,100"
307,Band Baaja Baaraat,2010,7.2,139.0,"Comedy,Drama,Romance",Yash,0.1045,"$43,800","$60,700","$104,500"
308,White Lion,2010,6.7,88.0,"Drama,Family",Scre.,0.0996,$0,"$99,600","$99,600"
309,Kisses,2010,,,,Osci.,0.097,"$81,700","$15,300","$97,000"
310,Waking Sleeping Beauty,2010,,,,BV,0.0849,"$80,700","$4,200","$84,900"
311,Enemies Of The People,2010,,,,ICir,0.0796,"$73,200","$6,400","$79,600"
312,Badmaash Company,2010,,,,Yash,0.0644,$0,"$64,400","$64,400"
313,Hadewijch,2010,,,,IFC,0.0625,"$5,000","$57,500","$62,500"
314,Alamar,2010,,,,FM,0.0616,"$61,600",$0,"$61,600"
315,As Good As Dead,2010,5.2,100.0,"Crime,Thriller",First,0.0556,"$2,000","$53,600","$55,600"
316,Inhale,2010,6.6,83.0,"Drama,Thriller",IFC,0.0551,"$4,100","$51,000","$55,100"
317,Hatchet 2,2010,,,,Vita.,0.0526,"$52,600",$0,"$52,600"
318,District B13: Ultimatum,2010,,,,Magn.,0.0523,"$36,100","$16,200","$52,300"
319,Gasland,2010,7.7,107.0,Documentary,WOW,0.0494,"$30,800","$18,600","$49,400"
320,Boogie Woogie,2010,,,,IFC,0.0475,"$2,600","$44,900","$47,500"
321,Come Undone ,2010,,,,FM,0.0413,"$10,000","$31,300","$41,300"
322,The Red Baron,2010,,,,Mont.,0.0403,"$37,200","$3,100","$40,300"
323,Bluebeard,2010,,,,Strand,0.0387,"$33,500","$5,200","$38,700"
324,Daddy Longlegs,2010,,,,IFC,0.0333,"$21,800","$11,500","$33,300"
325,Living In Emergency,2010,,,,Truly,0.0322,"$32,200",$0,"$32,200"
326,Nenette,2010,,,,Kino,0.0234,"$18,000","$5,400","$23,400"
327,Picture Me,2010,,,,Strand,0.0224,"$12,000","$10,400","$22,400"
328,The Thorn In The Heart,2010,,,,Osci.,0.0179,"$7,400","$10,500","$17,900"
329,The Taqwacores,2010,6.1,83.0,"Drama,Music",Strand,0.0114,"$11,400",$0,"$11,400"
330,Cherry,2010,6.8,99.0,"Comedy,Drama",Abr.,0.0114,"$11,400",$0,"$11,400"
331,Terkel In Trouble,2010,,,,Indic.,0.0108,"$10,800",$0,"$10,800"
332,Kimjongilia,2010,,,,Lorb.,0.0044,"$4,400",$0,"$4,400"
333,Aashayein ,2010,,,,Relbig.,0.0038,$0,"$3,800","$3,800"
334,Harry Potter And The Deathly Hallows Part 2,2011,,,,WB,1341.5,"$381,000,000","$960,500,000","$1,341,500,000"
335,Transformers: Dark Of The Moon,2011,6.2,154.0,"Action,Adventure,Sci-Fi",P/DW,1123.8,"$352,400,000","$771,400,000","$1,123,800,000"
336,Pirates Of The Caribbean: On Stranger Tides,2011,6.6,136.0,"Action,Adventure,Fantasy",BV,1045.7,"$241,100,000","$804,600,000","$1,045,700,000"
337,The Twilight Saga: Breaking Dawn Part 1,2011,,,,Sum.,712.2,"$281,300,000","$430,900,000","$712,200,000"
338,Mission: Impossible - Ghost Protocol,2011,7.4,132.0,"Action,Adventure,Thriller",Par.,694.7,"$209,400,000","$485,300,000","$694,700,000"
339,Kung Fu Panda 2,2011,7.2,90.0,"Action,Adventure,Animation",P/DW,665.6,"$165,200,000","$500,400,000","$665,600,000"
340,Fast Five,2011,7.3,130.0,"Action,Crime,Thriller",Uni.,626.1,"$209,800,000","$416,300,000","$626,100,000"
341,The Hangover Part Ii,2011,6.5,102.0,"Comedy,Mystery",WB,586.8,"$254,500,000","$332,300,000","$586,800,000"
342,The Smurfs,2011,5.5,103.0,"Adventure,Animation,Comedy",Sony,563.7,"$142,600,000","$421,100,000","$563,700,000"
343,Cars 2,2011,6.2,106.0,"Adventure,Animation,Comedy",BV,562.2,"$191,500,000","$370,700,000","$562,200,000"
344,Puss In Boots,2011,6.6,90.0,"Action,Adventure,Animation",P/DW,555.0,"$149,300,000","$405,700,000","$555,000,000"
345,Sherlock Holmes: A Game Of Shadows,2011,7.5,129.0,"Action,Adventure,Crime",WB,545.4,"$186,800,000","$358,600,000","$545,400,000"
346,Rio,2011,6.9,96.0,"Adventure,Animation,Comedy",Fox,484.6,"$143,600,000","$341,000,000","$484,600,000"
347,Rise Of The Planet Of The Apes,2011,7.6,105.0,"Action,Drama,Sci-Fi",Fox,481.8,"$176,800,000","$305,000,000","$481,800,000"
348,Thor,2011,7.0,115.0,"Action,Adventure,Fantasy",Par.,449.3,"$181,000,000","$268,300,000","$449,300,000"
349,The Adventures Of Tintin,2011,7.3,107.0,"Action,Adventure,Animation",Par.,374.0,"$77,600,000","$296,400,000","$374,000,000"
350,Captain America: The First Avenger,2011,6.9,124.0,"Action,Adventure,Sci-Fi",Par.,370.6,"$176,700,000","$193,900,000","$370,600,000"
351,X-Men: First Class,2011,7.7,131.0,"Action,Adventure,Sci-Fi",Fox,353.6,"$146,400,000","$207,200,000","$353,600,000"
352,Alvin And The Chipmunks: Chipwrecked,2011,4.4,87.0,"Adventure,Animation,Comedy",Fox,342.7,"$133,100,000","$209,600,000","$342,700,000"
353,Real Steel,2011,7.1,127.0,"Action,Drama,Family",BV,299.3,"$85,500,000","$213,800,000","$299,300,000"
354,Bridesmaids,2011,6.8,125.0,"Comedy,Romance",Uni.,288.4,"$169,100,000","$119,300,000","$288,400,000"
355,Super 8,2011,7.0,112.0,"Mystery,Sci-Fi,Thriller",Par.,260.1,"$127,000,000","$133,100,000","$260,100,000"
356,Rango,2011,7.2,107.0,"Adventure,Animation,Comedy",Par.,245.7,"$123,500,000","$122,200,000","$245,700,000"
357,The Girl With The Dragon Tattoo ,2011,,,,Sony,232.6,"$102,500,000","$130,100,000","$232,600,000"
358,The Green Hornet,2011,5.8,119.0,"Action,Comedy,Crime",Sony,227.8,"$98,800,000","$129,000,000","$227,800,000"
359,Immortals,2011,6.0,110.0,"Action,Drama,Fantasy",Rela.,226.9,"$83,500,000","$143,400,000","$226,900,000"
360,Green Lantern,2011,5.5,114.0,"Action,Adventure,Sci-Fi",WB,219.9,"$116,600,000","$103,300,000","$219,900,000"
361,The Help,2011,8.1,146.0,Drama,BV,216.6,"$169,700,000","$46,900,000","$216,600,000"
362,Bad Teacher,2011,5.7,92.0,"Comedy,Romance",Sony,216.2,"$100,300,000","$115,900,000","$216,200,000"
363,Just Go With It,2011,6.4,117.0,"Comedy,Romance",Sony,214.9,"$103,000,000","$111,900,000","$214,900,000"
364,Battle: Los Angeles,2011,,,,Sony,211.9,"$83,600,000","$128,300,000","$211,900,000"
365,Horrible Bosses,2011,6.9,98.0,"Comedy,Crime",WB (NL),209.6,"$117,500,000","$92,100,000","$209,600,000"
366,Paranormal Activity 3,2011,5.8,83.0,"Horror,Mystery,Thriller",Par.,207.0,"$104,000,000","$103,000,000","$207,000,000"
367,Gnomeo And Juliet,2011,,,,BV,194.0,"$100,000,000","$94,000,000","$194,000,000"
368,Mr. Popper'S Penguins,2011,6.0,94.0,"Comedy,Family,Fantasy",Fox,187.3,"$68,200,000","$119,100,000","$187,300,000"
369,Hugo,2011,7.5,126.0,"Adventure,Drama,Family",Par.,185.8,"$73,900,000","$111,900,000","$185,800,000"
370,The Lion King ,2011,,,,BV,185.5,"$94,200,000","$91,300,000","$185,500,000"
371,Hop,2011,5.4,95.0,"Adventure,Animation,Comedy",Uni.,184.0,"$108,100,000","$75,900,000","$184,000,000"
372,War Horse,2011,7.2,146.0,"Drama,History,War",BV,177.6,"$79,900,000","$97,700,000","$177,600,000"
373,The Descendants,2011,7.3,115.0,"Comedy,Drama",FoxS,177.3,"$82,600,000","$94,700,000","$177,300,000"
374,Cowboys & Aliens,2011,6.0,119.0,"Action,Sci-Fi,Thriller",Uni.,174.8,"$100,200,000","$74,600,000","$174,800,000"
375,In Time,2011,6.7,109.0,"Action,Crime,Drama",Fox,173.9,"$37,500,000","$136,400,000","$173,900,000"
376,Zookeeper,2011,5.2,102.0,"Comedy,Family,Romance",Sony,169.9,"$80,400,000","$89,500,000","$169,900,000"
377,The Muppets,2011,7.1,103.0,"Adventure,Comedy,Family",BV,165.2,"$88,600,000","$76,600,000","$165,200,000"
378,Limitless,2011,7.4,105.0,"Mystery,Sci-Fi,Thriller",Rela.,161.8,"$79,200,000","$82,600,000","$161,800,000"
379,Johnny English Reborn,2011,6.3,101.0,"Action,Adventure,Comedy",Uni.,160.1,"$8,300,000","$151,800,000","$160,100,000"
380,Final Destination 5,2011,5.9,92.0,Horror,WB (NL),157.9,"$42,600,000","$115,300,000","$157,900,000"
381,Tower Heist,2011,6.2,104.0,"Action,Comedy,Crime",Uni.,152.9,"$78,000,000","$74,900,000","$152,900,000"
382,Midnight In Paris,2011,7.7,94.0,"Comedy,Fantasy,Romance",SPC,151.1,"$56,800,000","$94,300,000","$151,100,000"
383,Happy Feet Two,2011,5.9,100.0,"Adventure,Animation,Comedy",WB,150.4,"$64,000,000","$86,400,000","$150,400,000"
384,I Am Number Four,2011,6.1,111.0,"Action,Adventure,Sci-Fi",BV,149.9,"$55,100,000","$94,800,000","$149,900,000"
385,Jack And Jill,2011,3.3,91.0,Comedy,Sony,149.7,"$74,200,000","$75,500,000","$149,700,000"
386,Friends With Benefits,2011,6.6,109.0,"Comedy,Romance",SGem,149.5,"$55,800,000","$93,700,000","$149,500,000"
387,No Strings Attached,2011,6.2,108.0,"Comedy,Romance",Par.,149.3,"$70,700,000","$78,600,000","$149,300,000"
388,Arthur Christmas,2011,7.1,97.0,"Adventure,Animation,Comedy",Sony,147.5,"$46,500,000","$101,000,000","$147,500,000"
389,Source Code,2011,7.5,93.0,"Action,Drama,Sci-Fi",Sum.,147.3,"$54,700,000","$92,600,000","$147,300,000"
390,"Crazy, Stupid, Love.",2011,7.4,118.0,"Comedy,Drama,Romance",WB,142.9,"$84,400,000","$58,500,000","$142,900,000"
391,New Year'S Eve,2011,5.7,113.0,"Comedy,Romance",WB (NL),142.0,"$54,500,000","$87,500,000","$142,000,000"
392,Contagion,2011,6.6,106.0,"Action,Drama,Thriller",WB,135.5,"$75,700,000","$59,800,000","$135,500,000"
393,The Artist,2011,7.9,100.0,"Comedy,Drama,Romance",Wein.,133.5,"$44,700,000","$88,800,000","$133,500,000"
394,The Artist,2011,6.8,100.0,Thriller,Wein.,133.5,"$44,700,000","$88,800,000","$133,500,000"
395,The Three Musketeers ,2011,,,,Sum.,132.3,"$20,400,000","$111,900,000","$132,300,000"
396,Unknown,2011,6.9,113.0,"Action,Mystery,Thriller",WB,130.799999,"$63,700,000","$67,099,999","$130,799,999"
397,The Adjustment Bureau,2011,7.1,106.0,"Romance,Sci-Fi,Thriller",Uni.,127.9,"$62,500,000","$65,400,000","$127,900,000"
398,We Bought A Zoo,2011,7.1,124.0,"Comedy,Drama,Family",Fox,120.1,"$75,600,000","$44,500,000","$120,100,000"
399,Water For Elephants,2011,6.9,120.0,"Drama,Romance",Fox,117.1,"$58,700,000","$58,400,000","$117,100,000"
400,The Iron Lady,2011,6.4,105.0,"Biography,Drama",Wein.,114.9,"$30,000,000","$84,900,000","$114,900,000"
401,Moneyball,2011,7.6,133.0,"Biography,Drama,Sport",Sony,110.2,"$75,600,000","$34,600,000","$110,200,000"
402,Sanctum,2011,5.9,108.0,"Adventure,Drama,Thriller",Uni.,108.6,"$23,200,000","$85,400,000","$108,600,000"
403,Justin Bieber: Never Say Never,2011,1.6,105.0,"Documentary,Music",Par.,99.0,"$73,000,000","$26,000,000","$99,000,000"
404,Paul,2011,7.0,104.0,"Adventure,Comedy,Sci-Fi",Uni.,98.0,"$37,400,000","$60,600,000","$98,000,000"
405,Scream 4,2011,6.2,111.0,"Horror,Mystery",W/Dim.,97.2,"$38,200,000","$59,000,000","$97,200,000"
406,Insidious,2011,,,,FD,97.0,"$54,000,000","$43,000,000","$97,000,000"
407,The Rite,2011,6.0,114.0,"Drama,Horror,Mystery",WB (NL),96.0,"$33,000,000","$63,000,000","$96,000,000"
408,Dolphin Tale,2011,6.9,113.0,"Drama,Family",WB,95.4,"$72,300,000","$23,100,000","$95,400,000"
409,Season Of The Witch,2011,5.4,95.0,"Action,Adventure,Fantasy",Rela.,91.6,"$24,800,000","$66,800,000","$91,600,000"
410,Sucker Punch,2011,6.1,110.0,"Action,Adventure,Fantasy",WB,89.8,"$36,400,000","$53,400,000","$89,800,000"
411,Red Riding Hood,2011,5.5,100.0,"Fantasy,Horror,Mystery",WB,89.2,"$37,700,000","$51,500,000","$89,200,000"
412,Spy Kids: All The Time In The World,2011,,,,W/Dim.,85.5,"$38,500,000","$47,000,000","$85,500,000"
413,J. Edgar,2011,6.6,137.0,"Biography,Crime,Drama",WB,84.9,"$37,300,000","$47,600,000","$84,900,000"
414,Hall Pass,2011,5.9,105.0,"Comedy,Romance",WB (NL),83.2,"$45,100,000","$38,100,000","$83,200,000"
415,"Big Mommas: Like Father, Like Son",2011,4.4,107.0,"Action,Comedy,Crime",Fox,82.7,"$37,900,000","$44,800,000","$82,700,000"
416,Abduction,2011,5.1,106.0,"Action,Mystery,Thriller",LGF,82.1,"$28,100,000","$54,000,000","$82,100,000"
417,Abduction,2011,5.2,84.0,"Horror,Thriller",LGF,82.1,"$28,100,000","$54,000,000","$82,100,000"
418,"Tinker, Tailor, Soldier, Spy",2011,,,,Focus,80.6,"$24,100,000","$56,500,000","$80,600,000"
419,Priest,2011,5.7,87.0,"Action,Adventure,Fantasy",SGem,78.3,"$29,100,000","$49,200,000","$78,300,000"
420,Drive ,2011,,,,FD,76.2,"$35,100,000","$41,100,000","$76,200,000"
421,The Mechanic,2011,6.6,93.0,"Action,Crime,Thriller",CBS,76.1,"$29,100,000","$47,000,000","$76,100,000"
422,The Ides Of March,2011,7.1,101.0,"Drama,Thriller",Sony,76.0,"$41,000,000","$35,000,000","$76,000,000"
423,The Change-Up,2011,6.3,112.0,"Comedy,Fantasy",Uni.,75.5,"$37,100,000","$38,400,000","$75,500,000"
424,The Lincoln Lawyer,2011,7.3,118.0,"Crime,Drama,Thriller",LGF,75.0,"$58,000,000","$17,000,000","$75,000,000"
425,Diary Of A Wimpy Kid: Rodrick Rules,2011,6.6,99.0,"Comedy,Family",Fox,72.4,"$52,700,000","$19,700,000","$72,400,000"
426,Larry Crowne,2011,6.1,98.0,"Comedy,Drama,Romance",Uni.,72.0,"$35,600,000","$36,400,000","$72,000,000"
427,The Dilemma,2011,5.3,111.0,"Comedy,Drama",Uni.,69.7,"$48,500,000","$21,200,000","$69,700,000"
428,The Darkest Hour,2011,4.9,89.0,"Action,Adventure,Horror",Sum.,64.6,"$21,400,000","$43,200,000","$64,600,000"
429,Hanna,2011,6.8,111.0,"Action,Drama,Thriller",Focus,63.8,"$40,300,000","$23,500,000","$63,800,000"
430,Footloose ,2011,,,,Par.,63.5,"$51,800,000","$11,700,000","$63,500,000"
431,Elite Squad: The Enemy Within,2011,,,,Vari.,63.0,"$100,000","$62,900,000","$63,000,000"
432,Colombiana,2011,6.4,108.0,"Action,Drama,Thriller",TriS,61.0,"$36,700,000","$24,300,000","$61,000,000"
433,Something Borrowed,2011,5.9,112.0,"Comedy,Drama,Romance",WB,60.1,"$39,000,000","$21,100,000","$60,100,000"
434,One Day,2011,7.0,107.0,"Drama,Romance",Focus,59.3,"$13,800,000","$45,500,000","$59,300,000"
435,Beginning Of The Great Revival,2011,2.5,140.0,"Drama,History",CL,58.351,"$151,000","$58,200,000","$58,351,000"
436,Killer Elite,2011,6.5,116.0,"Action,Crime,Thriller",ORF,56.4,"$25,100,000","$31,300,000","$56,400,000"
437,Extremely Loud & Incredibly Close,2011,6.9,129.0,"Adventure,Drama,Mystery",WB,55.2,"$31,800,000","$23,400,000","$55,200,000"
438,The Tree Of Life,2011,6.8,139.0,"Drama,Fantasy",FoxS,54.3,"$13,300,000","$41,000,000","$54,300,000"
439,Tyler Perry'S Madea'S Big Happy Family,2011,,,,LGF,54.116,"$53,300,000","$816,000","$54,116,000"
440,Detective Dee And The Mystery Of The Phantom Flame,2011,,,,IM,51.76,"$460,000","$51,300,000","$51,760,000"
441,Winnie The Pooh,2011,7.2,63.0,"Adventure,Animation,Comedy",BV,49.9,"$26,700,000","$23,200,000","$49,900,000"
442,Conan The Barbarian ,2011,,,,LGF,48.8,"$21,300,000","$27,500,000","$48,800,000"
443,Soul Surfer,2011,7.1,112.0,"Biography,Drama,Family",TriS,47.1,"$43,900,000","$3,200,000","$47,100,000"
444,War Of The Arrows,2011,7.2,122.0,Action,CJ,46.051,"$251,000","$45,800,000","$46,051,000"
445,Arthur ,2011,,,,WB,45.7,"$33,000,000","$12,700,000","$45,700,000"
446,The Debt,2011,,,,Focus,45.7,"$31,200,000","$14,500,000","$45,700,000"
447,Beastly,2011,5.6,86.0,"Drama,Fantasy,Romance",CBS,43.2,"$27,900,000","$15,300,000","$43,200,000"
448,Of Gods And Men,2011,,,,SPC,42.2,"$4,000,000","$38,200,000","$42,200,000"
449,Born To Be Wild ,2011,,,,WB,41.5,"$25,900,000","$15,600,000","$41,500,000"
450,Evangelion 2.0: You Can ,2011,,,,Elev.,41.134,"$134,000","$41,000,000","$41,134,000"
451,Fright Night ,2011,,,,BV,41.0,"$18,300,000","$22,700,000","$41,000,000"
452,30 Minutes Or Less,2011,6.1,83.0,"Action,Comedy,Crime",Sony,40.6,"$37,100,000","$3,500,000","$40,600,000"
453,The Roommate,2011,4.9,91.0,"Drama,Thriller",SGem,40.5,"$37,300,000","$3,200,000","$40,500,000"
454,Shark Night 3D,2011,4.0,90.0,"Horror,Thriller",Rela.,40.2,"$18,900,000","$21,300,000","$40,200,000"
455,Monte Carlo,2011,5.8,109.0,"Adventure,Comedy,Family",Fox,39.7,"$23,200,000","$16,500,000","$39,700,000"
456,50/50,2011,7.7,100.0,"Comedy,Drama,Romance",Sum.,39.2,"$35,000,000","$4,200,000","$39,200,000"
457,Mars Needs Moms,2011,5.4,88.0,"Adventure,Animation,Family",BV,39.0,"$21,400,000","$17,600,000","$39,000,000"
458,Dream House,2011,6.0,84.0,"Drama,Mystery,Thriller",Uni.,38.5,"$21,300,000","$17,200,000","$38,500,000"
459,Jumping The Broom,2011,5.7,112.0,"Comedy,Drama",TriS,37.715,"$37,300,000","$415,000","$37,715,000"
460,Don'T Be Afraid Of The Dark,2011,,,,FD,36.9,"$24,000,000","$12,900,000","$36,900,000"
461,Ra One,2011,,,,Eros,35.9,"$2,500,000","$33,400,000","$35,900,000"
462,A Very Harold & Kumar 3D Christmas,2011,6.3,90.0,"Adventure,Comedy",WB,35.426,"$35,100,000","$326,000","$35,426,000"
463,My Week With Marilyn,2011,7.0,99.0,"Biography,Drama",Wein.,35.1,"$14,600,000","$20,500,000","$35,100,000"
464,The Sitter,2011,5.7,81.0,Comedy,Fox,34.9,"$30,400,000","$4,500,000","$34,900,000"
465,Jane Eyre,2011,7.4,120.0,"Drama,Romance",Focus,34.7,"$11,200,000","$23,500,000","$34,700,000"
466,Courageous,2011,7.0,129.0,Drama,TriS,34.5,"$34,500,000",$0,"$34,500,000"
467,Shaolin,2011,6.9,131.0,"Action,Drama",Vari.,33.6661,"$66,100","$33,600,000","$33,666,100"
468,African Cats,2011,7.6,89.0,"Adventure,Documentary",BV,30.8,"$15,400,000","$15,400,000","$30,800,000"
