,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,profit,genres,director
917,2012-05-25,Moonrise Kingdom 2012,16000000,45512466,68848446,23335980,52848446,"Adventure,Comedy,Drama",Wes Anderson
918,2011-11-25,The Artist 2011,16000000,44667095,128256712,83589617,112256712,"Comedy,Drama,Romance",Michel Hazanavicius
920,2011-02-04,The Roommate 2011,16000000,37300107,52545707,15245600,36545707,"Drama,Thriller",Christian E. Christiansen
921,2010-03-12,Remember Me 2010,16000000,19068240,56506120,37437880,40506120,"Drama,Romance",Allen Coulter
922,2014-10-03,Left Behind 2014,16000000,14019924,20769209,6749285,4769209,"Action,Drama,Fantasy",Vic Armstrong
923,2012-06-29,People Like Us 2012,16000000,12431792,12617472,185680,-3382528,"Comedy,Drama",Alex Kurtzman
924,2016-11-18,Bleed for This 2016,16000000,5083906,6603926,1520020,-9396074,"Biography,Drama,Sport",Ben Younger
925,2014-11-14,The Homesman 2014,16000000,2429989,8217571,5787582,-7782429,"Drama,Western",Tommy Lee Jones
926,2013-04-05,Trance 2013,16000000,2322593,22594052,20271459,6594052,"Crime,Drama,Mystery",Danny Boyle
927,2012-11-02,Vamps 2012,16000000,3361,94812,91451,-15905188,"Comedy,Horror,Romance",Amy Heckerling
928,2013-12-31,Zulu 2013,16000000,0,1844228,1844228,-14155772,"Crime,Drama,Thriller",Jérôme Salle
929,2018-12-21,Second Act 2018,15700000,39282227,63288854,24006627,47588854,"Comedy,Drama,Romance",Peter Segal
930,2017-08-11,Annabelle: Creation 2017,15000000,102092201,305384865,203292664,290384865,"Horror,Mystery,Thriller",David F. Sandberg
931,2014-11-28,The Imitation Game 2014,15000000,91125143,227740463,136615320,212740463,"Biography,Drama,Thriller",Morten Tyldum
932,2013-01-18,Mama 2013,15000000,71628180,148095566,76467386,133095566,"Horror,Thriller",Andy Muschietti
933,2010-03-19,Diary of a Wimpy Kid 2010,15000000,64003625,76954311,12950686,61954311,"Comedy,Drama,Family",Thor Freudenthal
934,2012-02-03,The Woman in Black 2012,15000000,54333290,128955898,74622608,113955898,"Drama,Fantasy,Horror",James Watkins
935,2018-08-10,BlacKkKlansman 2018,15000000,49275340,93017335,43741995,78017335,"Biography,Crime,Drama",Spike Lee
936,2013-02-22,Snitch 2013,15000000,42930462,57907734,14977272,42907734,"Action,Drama,Thriller",Ric Roman Waugh
937,2015-12-04,Krampus 2015,15000000,42725475,61788393,19062918,46788393,"Comedy,Fantasy,Horror",Michael Dougherty
938,2012-09-21,End of Watch 2012,15000000,41003371,57586606,16583235,42586606,"Action,Crime,Drama",David Ayer
939,2014-12-03,Wild 2014,15000000,37880356,52460543,14580187,37460543,"Adventure,Biography,Drama",Jean-Marc Vallée
940,2014-11-07,The Theory of Everything 2014,15000000,35893537,123327692,87434155,108327692,"Biography,Drama,Romance",James Marsh
941,2011-09-16,Drive 2011,15000000,35060689,81357930,46297241,66357930,"Crime,Drama",Nicolas Winding Refn
942,2018-11-23,The Favourite 2018,15000000,34366783,94113929,59747146,79113929,"Biography,Drama,History",Yorgos Lanthimos
943,2014-08-22,When the Game Stands Tall 2014,15000000,30127963,30138912,10949,15138912,"Drama,Family,Sport",Thomas Carter
944,2017-09-08,Home Again 2017,15000000,27020284,37336874,10316590,22336874,"Comedy,Drama,Romance",Hallie Meyers-Shyer
945,2010-07-23,Ramona and Beezus 2010,15000000,26167002,27469621,1302619,12469621,"Adventure,Comedy,Family",Elizabeth Allen Rosenbaum
946,2014-08-27,The November Man 2014,15000000,25018119,34820335,9802216,19820335,"Action,Crime,Thriller",Roger Donaldson
947,2016-04-29,Keanu 2016,15000000,20591853,20688141,96288,5688141,"Action,Comedy,Crime",Peter Atencio
948,2010-12-22,Country Strong 2010,15000000,20218921,20601987,383066,5601987,"Drama,Music",Shana Feste
949,2014-07-25,A Most Wanted Man 2014,15000000,17237855,36068890,18831035,21068890,"Crime,Drama,Thriller",Anton Corbijn
950,2012-11-02,The Man with the Iron Fists 2012,15000000,15634090,22018988,6384898,7018988,Action,RZA
951,2019-02-01,Miss Bala 2019,15000000,14998027,15362298,364271,362298,"Action,Crime,Drama",Catherine Hardwicke
952,2012-11-30,Killing Them Softly 2012,15000000,14945541,39238443,24292902,24238443,"Crime,Thriller",Andrew Dominik
953,2011-08-19,One Day 2011,15000000,13843771,59168692,45324921,44168692,"Drama,Romance",Lone Scherfig
954,2016-09-23,Queen of Katwe 2016,15000000,8874389,10055481,1181092,-4944519,"Biography,Drama,Sport",Mira Nair
955,2018-06-08,Hotel Artemis 2018,15000000,6708137,12758799,6050662,-2241201,"Action,Drama,Sci-Fi",Drew Pearce
956,2015-10-30,Scouts Guide to the Zombie Apocalypse 2015,15000000,3703046,15554855,11851809,554855,"Action,Comedy,Horror",Christopher Landon
957,2010-09-22,You Will Meet a Tall Dark Stranger 2010,15000000,3247816,34247816,31000000,19247816,"Comedy,Drama,Romance",Woody Allen
958,2015-10-23,Rock the Kasbah 2015,15000000,3020665,3386153,365488,-11613847,"Comedy,Music,War",Barry Levinson
959,2010-09-15,Never Let Me Go 2010,15000000,2434652,11173718,8739066,-3826282,"Drama,Romance,Sci-Fi",Mark Romanek
960,2016-09-09,The Disappointments Room 2016,15000000,2423467,3503761,1080294,-11496239,"Drama,Horror,Thriller",D.J. Caruso
961,2010-08-27,Centurion 2010,15000000,123570,7885048,7761478,-7114952,"Action,Adventure,Drama",Neil Marshall
962,2011-11-04,The Son of No One 2011,15000000,30680,1148578,1117898,-13851422,"Action,Crime,Drama",Dito Montiel
963,2013-12-06,Khumba 2013,15000000,0,20898221,20898221,5898221,"Adventure,Animation,Family",Anthony Silverston
964,2015-09-01,Broken Horses 2015,15000000,0,3471,3471,-14996529,"Action,Crime,Drama",Vidhu Vinod Chopra
965,2019-08-14,Blinded by the Light 2019,15000000,0,0,0,-15000000,"Biography,Comedy,Drama",Gurinder Chadha
966,2015-07-01,Magic Mike XXL 2015,14500000,66013057,123660597,57647540,109160597,"Comedy,Drama,Music",Gregory Jacobs
967,2012-08-31,The Possession 2012,14000000,49130588,82925064,33794476,68925064,"Horror,Mystery,Thriller",Ole Bornedal
968,2010-03-12,Our Family Wedding 2010,14000000,20255281,21410546,1155265,7410546,"Comedy,Romance",Rick Famuyiwa
969,2015-02-20,Hot Tub Time Machine 2 2015,14000000,12314651,12826644,511993,-1173356,"Comedy,Mystery,Sci-Fi",Steve Pink
970,2012-10-26,Fun Size 2012,14000000,9409538,11166615,1757077,-2833385,"Adventure,Comedy",Josh Schwartz
971,2015-10-23,Suffragette 2015,14000000,4702420,34044909,29342489,20044909,"Biography,Drama,History",Sarah Gavron
972,2014-12-19,Mr. Turner 2014,14000000,3958546,25187026,21228480,11187026,"Biography,Drama,History",Mike Leigh
973,2010-08-06,Flipped 2010,14000000,1755212,4289993,2534781,-9710007,"Comedy,Drama,Romance",Rob Reiner
974,2011-09-30,Margaret 2011,14000000,47185,623292,576107,-13376708,Drama,Kenneth Lonergan
975,2012-10-12,Seven Psychopaths 2012,13500000,15024049,33035736,18011687,19535736,"Comedy,Crime",Martin McDonagh
976,2014-09-12,No Good Deed 2014,13200000,52543632,54323210,1779578,41123210,"Action,Crime,Drama",Sam Miller
977,2010-12-03,Black Swan 2010,13000000,106954678,331266710,224312032,318266710,"Drama,Thriller",Darren Aronofsky
978,2011-02-11,Justin Bieber: Never Say Never 2011,13000000,73013910,99034125,26020215,86034125,"Documentary,Music",Jon M. Chu
979,2018-07-04,The First Purge 2018,13000000,69488745,136617305,67128560,123617305,"Action,Horror,Sci-Fi",Gerard McMurray
980,2016-03-16,Miracles from Heaven 2016,13000000,61705123,73798736,12093613,60798736,"Biography,Drama,Family",Patricia Riggen
981,2016-06-24,The Shallows 2016,13000000,55121623,118763442,63641819,105763442,"Drama,Horror,Thriller",Jaume Collet-Serra
982,2014-02-14,About Last Night 2014,13000000,48637684,50445860,1808176,37445860,"Comedy,Romance",Steve Pink
983,2014-10-10,St. Vincent 2014,13000000,44137712,54837234,10699522,41837234,"Comedy,Drama",Theodore Melfi
984,2014-07-02,Earth to Echo 2014,13000000,38934842,42174545,3239703,29174545,"Adventure,Family,Sci-Fi",Dave Green
985,2013-03-22,Admission 2013,13000000,18007317,18733666,726349,5733666,"Comedy,Drama,Romance",Paul Weitz
986,2012-09-21,The Perks of Being a Wallflower 2012,13000000,17742948,33069303,15326355,20069303,Drama,Stephen Chbosky
987,2015-10-16,Room 2015,13000000,14677674,36262783,21585109,23262783,"Drama,Thriller",Lenny Abrahamson
988,2015-10-16,Woodlawn 2015,13000000,14394097,14403703,9606,1403703,"Drama,Sport","Andrew Erwin, Jon Erwin"
989,2015-07-17,Bajrangi Bhaijaan 2015,13000000,8178001,121778347,113600346,108778347,"Action,Comedy,Drama",Kabir Khan
990,2015-12-04,Youth 2015,13000000,2703296,24001573,21298277,11001573,"Comedy,Drama,Music",Paolo Sorrentino
991,2015-07-24,The Vatican Tapes 2015,13000000,1784763,14929184,13144421,1929184,"Horror,Thriller",Mark Neveldine
992,2011-07-29,Attack the Block 2011,13000000,1024175,6459183,5435008,-6540817,"Action,Comedy,Sci-Fi",Joe Cornish
993,2015-08-14,Brothers 2015,13000000,656688,17856688,17200000,4856688,Documentary,Aslaug Holm
996,2010-06-18,The Killer Inside Me 2010,13000000,217277,3617277,3400000,-9382723,"Crime,Drama,Horror",Michael Winterbottom
997,2013-03-15,The Call 2013,12800000,51872378,69821476,17949098,57021476,"Crime,Drama,Horror",Brad Anderson
999,2014-09-12,The Drop 2014,12600000,10724389,19054534,8330145,6454534,"Crime,Drama",Michaël R. Roskam
1000,2010-09-03,Machete 2010,12500000,26593646,46370970,19777324,33870970,"Action,Crime,Thriller","Robert Rodriguez, Ethan Maniquis"
1001,2010-10-15,Conviction 2010,12500000,6797696,11826980,5029284,-673020,"Biography,Crime,Drama",Tony Goldwyn
1002,2010-12-17,Casino Jack 2010,12500000,2039869,2272186,232317,-10227814,"Biography,Comedy,Crime",George Hickenlooper
1003,2012-10-05,The Paperboy 2012,12500000,677200,4027663,3350463,-8472337,"Crime,Drama,Mystery",Lee Daniels
1004,2014-06-06,The Fault in Our Stars 2014,12000000,124872350,307166834,182294484,295166834,"Drama,Romance",Josh Boone
1005,2012-04-20,Think Like a Man 2012,12000000,91547205,113373764,21826559,101373764,"Comedy,Romance",Tim Story
1006,2012-02-24,Act of Valor 2012,12000000,70012847,82497035,12484188,70497035,"Action,Adventure,Drama","Scott Waugh, Mike McCoy"
1007,2012-02-03,Chronicle 2012,12000000,64575175,123681790,59106615,111681790,"Drama,Sci-Fi,Thriller",Josh Trank
1008,2012-03-02,Project X 2012,12000000,54731865,103028188,48296323,91028188,Comedy,Nima Nourizadeh
1009,2017-11-10,"Three Billboards Outside Ebbing, Missouri 2017",12000000,54513740,160191915,105678175,148191915,"Crime,Drama",Martin McDonagh
1010,2016-11-25,Lion 2016,12000000,51739495,149570720,97831225,137570720,"Biography,Drama",Garth Davis
1011,2018-05-04,Overboard 2018,12000000,50316123,85369830,35053707,73369830,"Comedy,Romance",Rob Greenberg
1012,2013-11-22,Philomena 2013,12000000,37709979,98963392,61253413,86963392,"Biography,Comedy,Drama",Stephen Frears
1013,2015-07-24,Paper Towns 2015,12000000,32000304,85450484,53450180,73450484,"Comedy,Drama,Mystery",Jake Schreier
1014,2016-08-12,Hell or High Water 2016,12000000,27007844,37584304,10576460,25584304,"Action,Crime,Drama",David Mackenzie
1015,2012-07-05,Katy Perry: Part of Me 2012,12000000,25326071,32700439,7374368,20700439,"Documentary,Music","Jane Lipsitz, Dan Cutforth"
1016,2014-12-12,Top Five 2014,12000000,25317379,26001741,684362,14001741,"Comedy,Romance",Chris Rock
1017,2015-01-30,Project Almanac 2015,12000000,22348241,32909437,10561196,20909437,"Drama,Mystery,Sci-Fi",Dean Israelite
1018,2010-05-14,Just Wright 2010,12000000,21540363,21867665,327302,9867665,"Comedy,Romance,Sport",Sanaa Hamri
1019,2013-11-15,Nebraska 2013,12000000,17654912,24761360,7106448,12761360,"Adventure,Comedy,Drama",Alexander Payne
1020,2011-12-09,Young Adult 2011,12000000,16311571,22750356,6438785,10750356,"Comedy,Drama",Jason Reitman
1021,2013-11-01,About Time 2013,12000000,15323921,89309178,73985257,77309178,"Comedy,Drama,Fantasy",Richard Curtis
1022,2018-12-14,If Beale Street Could Talk 2018,12000000,14915773,19859167,4943394,7859167,"Drama,Romance",Barry Jenkins
1023,2017-07-14,Wish Upon 2017,12000000,14301505,23477345,9175840,11477345,"Drama,Fantasy,Horror",John R. Leonetti
1024,2017-04-21,Unforgettable 2017,12000000,11368012,16221211,4853199,4221211,"Drama,Thriller",Denise Di Novi
1025,2017-10-13,Marshall 2017,12000000,10051659,10116816,65157,-1883184,"Biography,Crime,Drama",Reginald Hudlin
1026,2012-09-14,Arbitrage 2012,12000000,7919574,35830713,27911139,23830713,"Drama,Thriller",Nicholas Jarecki
1027,2012-06-01,For Greater Glory: The True Story of Cristiada 2012,12000000,5669081,10026255,4357174,-1973745,"Drama,History,War",Dean Wright
1028,2013-03-01,Stoker 2013,12000000,1703125,12034913,10331788,34913,"Drama,Thriller",Chan-wook Park
1029,2011-03-11,Kill the Irishman 2011,12000000,1188194,1188194,0,-10811806,"Biography,Crime,Drama",Jonathan Hensleigh
1030,2012-04-20,Darling Companion 2012,12000000,793352,1200346,406994,-10799654,"Comedy,Drama,Romance",Lawrence Kasdan
1031,2015-10-09,Trash 2015,12000000,17484,6553186,6535702,-5446814,Drama,Hajime Gonno
1032,2011-08-19,5 Days of War 2011,12000000,17479,87793,70314,-11912207,"Action,Drama,War",Renny Harlin
1033,2015-11-11,10 Days in a Madhouse 2015,12000000,14616,14616,0,-11985384,Drama,Timothy Hines
1034,2014-10-03,Drive Hard 2014,12000000,0,0,0,-12000000,"Action,Comedy,Crime",Brian Trenchard-Smith
1035,2015-11-20,Carol 2015,11800000,12711491,42843521,30132030,31043521,"Drama,Romance",Todd Haynes
1036,2016-01-22,Dirty Grandpa 2016,11500000,35593113,105078449,69485336,93578449,Comedy,Dan Mazer
1037,2010-12-10,The Fighter 2010,11000000,93617009,129262388,35645379,118262388,"Biography,Drama,Sport",David O. Russell
1038,2014-08-22,If I Stay 2014,11000000,50474843,78356170,27881327,67356170,"Drama,Fantasy,Music",R.J. Cutler
1039,2015-11-04,Brooklyn 2015,11000000,38322743,62076141,23753398,51076141,"Drama,Romance",John Crowley
1040,2015-04-01,Woman in Gold 2015,11000000,33307793,58586407,25278614,47586407,"Biography,Drama,History",Simon Curtis
1041,2017-12-08,"I, Tonya 2017",11000000,30014534,53797409,23782875,42797409,"Biography,Comedy,Drama",Craig Gillespie
1042,2013-12-06,Inside Llewyn Davis 2013,11000000,13248209,32943247,19695038,21943247,"Drama,Music","Ethan Coen, Joel Coen"
1043,2013-05-10,Peeples 2013,11000000,9177065,9307166,130101,-1692834,"Comedy,Romance",Tina Gordon
1044,2016-07-06,Sultan 2016,11000000,5599781,72989781,67390000,61989781,"Action,Drama,Sport",Ali Abbas Zafar
1045,2012-05-04,LOL 2012,11000000,0,10431506,10431506,-568494,"Comedy,Drama,Romance",Lisa Azuelos
1046,2016-02-05,Misconduct 2016,11000000,0,2352511,2352511,-8647489,"Crime,Drama,Mystery",Shintaro Shimosawa
1047,2019-12-31,Eli 2019,11000000,0,0,0,-11000000,Horror,Ciarán Foy
1048,2013-12-06,The Last Days on Mars 2013,10600000,24084,261364,237280,-10338636,"Adventure,Horror,Sci-Fi",Ruairi Robinson
1049,2010-04-30,Housefull 2010,10100000,1183658,18726300,17542642,8626300,Comedy,Sajid Khan
1050,2018-10-19,Halloween 2018,10000000,159342015,254900667,95558652,244900667,"Horror,Thriller",David Gordon Green
1051,2016-07-01,The Purge: Election Year 2016,10000000,79042440,118514727,39472287,108514727,"Action,Horror,Sci-Fi",James DeMonaco
1052,2018-05-18,Book Club 2018,10000000,68566296,91113683,22547387,81113683,"Comedy,Drama,Romance",Bill Holderman
1053,2018-01-05,Insidious: The Last Key 2018,10000000,67745330,167885588,100140258,157885588,"Horror,Mystery,Thriller",Adam Robitel
1054,2017-11-03,Lady Bird 2017,10000000,48958273,78610769,29652496,68610769,"Comedy,Drama",Greta Gerwig
1055,2018-06-08,Hereditary 2018,10000000,44069456,70133905,26064449,60133905,"Drama,Horror,Mystery",Ari Aster
1056,2018-03-16,"Love, Simon 2018",10000000,40826341,65520633,24694292,55520633,"Comedy,Drama,Romance",Greg Berlanti
1057,2017-10-27,Jigsaw 2017,10000000,38052832,102445196,64392364,92445196,"Crime,Horror,Mystery","Peter Spierig, Michael Spierig"
1058,2016-01-22,The Boy 2016,10000000,35819556,68220952,32401396,58220952,"Horror,Mystery,Thriller",William Brent Bell
1059,2017-05-19,"Everything, Everything 2017",10000000,34121140,61603136,27481996,51603136,"Drama,Romance",Stella Meghie
1060,2010-09-17,Devil 2010,10000000,33679655,63354114,29674459,53354114,"Horror,Mystery,Thriller",John Erick Dowdle
1061,2015-03-06,The Second Best Exotic Marigold Hotel 2015,10000000,33078266,90384306,57306040,80384306,"Comedy,Drama",John Madden
1062,2017-04-28,How to Be a Latin Lover 2017,10000000,32149404,62556228,30406824,52556228,"Comedy,Drama",Ken Marino
1063,2018-08-10,Slender Man 2018,10000000,30564825,51723644,21158819,41723644,"Horror,Mystery,Thriller",Sylvain White
1064,2016-09-09,When the Bough Breaks 2016,10000000,29747603,30768449,1020846,20768449,"Crime,Drama,Horror",Jon Cassar
1065,2015-08-21,Sinister 2 2015,10000000,27740955,54104225,26363270,44104225,"Horror,Mystery,Thriller",Ciarán Foy
1066,2016-01-08,The Forest 2016,10000000,26594261,40749230,14154969,30749230,"Horror,Mystery,Thriller",Jason Zada
1068,2012-08-17,Sparkle 2012,10000000,24397469,24660323,262854,14660323,"Drama,Music",Salim Akil
1069,2016-10-14,Kevin Hart: What Now? 2016,10000000,23591043,23591043,0,13591043,"Comedy,Documentary","Tim Story, Leslie Small"
1070,2010-11-12,Skyline 2010,10000000,21416355,68264973,46848618,58264973,"Action,Sci-Fi,Thriller","Greg Strause, Colin Strause"
1071,2017-12-01,The Disaster Artist 2017,10000000,21120616,28717667,7597051,18717667,"Biography,Comedy,Drama",James Franco
1072,2016-09-16,Blair Witch 2016,10000000,20777061,38985577,18208516,28985577,"Horror,Mystery,Thriller",Adam Wingard
1073,2015-10-23,Paranormal Activity: The Ghost Dimension 2015,10000000,18297124,77959374,59662250,67959374,"Horror,Mystery,Thriller",Gregory Plotkin
1074,2016-10-07,The Birth of a Nation 2016,10000000,15861566,16891011,1029445,6891011,"Biography,Drama,History",Nate Parker
1075,2011-11-23,My Week with Marilyn 2011,10000000,14597405,34240572,19643167,24240572,"Biography,Drama",Simon Curtis
1076,2014-12-25,Big Eyes 2014,10000000,14482031,27317872,12835841,17317872,"Biography,Crime,Drama",Tim Burton
1077,2019-04-05,The Best of Enemies 2019,10000000,10205616,10205616,0,205616,"Biography,Drama,History",Robin Bissell
1078,2013-01-25,Movie 43 2013,10000000,8840453,31164747,22324294,21164747,Comedy,"James Gunn, Brett Ratner, Peter Farrelly, Elizabeth Banks, James Duffy, Patrik Forsberg, Will Graham, Steven Brill, Steve Carr, Rusty Cundieff, Griffin Dunne, Jonathan van Tulleken, Bob Odenkirk"
1079,2018-10-19,Can You Ever Forgive Me? 2018,10000000,8803865,11752387,2948522,1752387,"Biography,Comedy,Crime",Marielle Heller
1080,2010-05-21,MacGruber 2010,10000000,8525600,8629895,104295,-1370105,"Action,Comedy,Romance",Jorma Taccone
1081,2012-06-22,Seeking a Friend for the End of the World 2012,10000000,7078738,11766959,4688221,1766959,"Adventure,Comedy,Drama",Lorene Scafaria
1082,2016-11-11,Shut In 2016,10000000,6900335,11360665,4460330,1360665,"Drama,Mystery,Thriller",Farren Blackburn
1083,2011-02-11,Cedar Rapids 2011,10000000,6861102,7862131,1001029,-2137869,Comedy,Miguel Arteta
1084,2012-11-30,The Collection 2012,10000000,6810754,8890094,2079340,-1109906,"Action,Horror,Thriller",Marcus Dunstan
1085,2015-03-20,Danny Collins 2015,10000000,5637066,8465845,2828779,-1534155,"Biography,Comedy,Drama",Dan Fogelman
1086,2018-06-15,Gotti 2018,10000000,4286367,6089100,1802733,-3910900,"Biography,Crime,Drama",Kevin Connolly
1087,2016-09-30,Denial 2016,10000000,4073448,9263940,5190492,-736060,"Biography,Drama",Mick Jackson
1089,2016-10-14,Max Steel 2016,10000000,3818664,4563080,744416,-5436920,"Action,Adventure,Family",Stewart Hendler
1090,2014-11-14,Rosewater 2014,10000000,3128941,3185717,56776,-6814283,"Biography,Drama",Jon Stewart
1091,2011-09-09,Bucky Larson: Born to Be a Star 2011,10000000,2529395,2529395,0,-7470605,Comedy,Tom Brady
1092,2011-06-24,A Better Life 2011,10000000,1759252,1884251,124999,-8115749,"Drama,Romance",Chris Weitz
1094,2017-06-02,Churchill 2017,10000000,1279681,7582196,6302515,-2417804,"Biography,Drama,History",Jonathan Teplitzky
1095,2014-03-21,50 to 1 2014,10000000,1069454,1069454,0,-8930546,Drama,Jim Wilson
1096,2013-10-04,Parkland 2013,10000000,641439,1616353,974914,-8383647,"Drama,History,Mystery",Peter Landesman
1097,2013-05-03,"Cinco de Mayo, La Batalla 2013",10000000,173472,173472,0,-9826528,"Drama,History,War",Rafa Lara
1098,2010-10-29,Welcome to the Rileys 2010,10000000,152857,355919,203062,-9644081,Drama,Jake Scott
1099,2016-09-09,Kicks 2016,10000000,150191,150191,0,-9849809,"Adventure,Drama",Justin Tipping
1100,2010-02-19,Blood Done Sign My Name 2010,10000000,109383,109383,0,-9890617,Drama,Jeb Stuart
1101,2014-11-07,Elsa & Fred 2014,10000000,67657,197901,130244,-9802099,"Comedy,Drama,Romance",Michael Radford
1102,2015-07-10,Strangerland 2015,10000000,17472,161097,143625,-9838903,"Drama,Mystery,Thriller",Kim Farrant
1103,2014-12-26,Barbecue 2014,10000000,388,247565,247177,-9752435,Comedy,Eric Lavaine
1104,2010-12-31,The Reef 2010,10000000,0,15037867,15037867,5037867,"Adventure,Drama,Horror",Andrew Traucki
1105,2010-10-08,It's a Wonderful Afterlife 2010,10000000,0,1642939,1642939,-8357061,"Comedy,Drama,Fantasy",Gurinder Chadha
1106,2014-09-26,Plastic 2014,10000000,0,575371,575371,-9424629,"Action,Comedy,Crime",Julian Gilbey
1107,2012-04-13,Detention 2012,10000000,0,0,0,-10000000,Horror,Richy Salgado
1108,2015-05-19,Into the Grizzly Maze 2015,10000000,0,0,0,-10000000,"Action,Adventure,Drama",David Hackl
1109,2010-04-30,Gunless 2010,9900000,458054,458054,0,-9441946,"Action,Comedy,Drama",William Phillips
1110,2012-12-19,Amour 2012,9700000,6738954,36787044,30048090,27087044,"Drama,Romance",Michael Haneke
1111,2016-12-21,Dangal 2016,9500000,12391761,294654618,282262857,285154618,"Action,Biography,Drama",Nitesh Tiwari
1112,2010-03-19,The Runaways 2010,9500000,3573673,5278632,1704959,-4221368,"Biography,Drama,Music",Floria Sigismondi
1113,2011-11-11,Melancholia 2011,9400000,3030848,21817298,18786450,12417298,"Drama,Sci-Fi",Lars von Trier
1114,2012-11-13,Jab Tak Hai Jaan 2012,9200000,3047539,5806666,2759127,-3393334,"Drama,Romance",Yash Chopra
1115,2010-05-21,Kites 2010,9200000,1685269,17155193,15469924,7955193,"Action,Drama,Romance","Anurag Basu, Sunil Subramani"
1116,2011-12-31,Red Dog 2011,9100000,0,20927794,20927794,11827794,"Biography,Comedy,Drama",Kriv Stenders
1117,2014-07-18,The Purge: Anarchy 2014,9000000,71562550,111534881,39972331,102534881,"Action,Horror,Sci-Fi",James DeMonaco
1118,2016-10-21,Ouija: Origin of Evil 2016,9000000,35144505,81831866,46687361,72831866,"Drama,Horror,Mystery",Mike Flanagan
1119,2019-02-13,Happy Death Day 2U 2019,9000000,28051045,64179495,36128450,55179495,"Drama,Horror,Mystery",Christopher Landon
1120,2016-11-18,The Edge of Seventeen 2016,9000000,14431633,19096003,4664370,10096003,"Comedy,Drama",Kelly Fremon Craig
1121,2016-12-02,Jackie 2016,9000000,13960394,36588512,22628118,27588512,"Biography,Drama,History",Pablo Larraín
1122,2011-08-12,Glee: The 3D Concert Movie 2011,9000000,11862398,17462398,5600000,8462398,"Documentary,Music","Jennifer Arnold, Kevin Tancharoen"
1123,2016-11-04,Loving 2016,9000000,7710234,12898064,5187830,3898064,"Biography,Drama,Romance",Jeff Nichols
1124,2016-08-26,Greater 2016,9000000,2000093,2000093,0,-6999907,"Biography,Family,Sport",David L. Hunt
1125,2018-12-25,Destroyer 2018,9000000,1533324,3681096,2147772,-5318904,"Action,Crime,Drama",Karyn Kusama
1126,2015-11-13,Heist 2015,8900000,50136,3324131,3273995,-5575869,"Action,Crime,Thriller",Scott Mann
1128,2016-11-18,Manchester by the Sea 2016,8500000,47695371,77733867,30038496,69233867,Drama,Kenneth Lonergan
1129,2014-10-31,Nightcrawler 2014,8500000,32381218,50334418,17953200,41834418,"Crime,Drama,Thriller",Dan Gilroy
1130,2013-09-27,Baggage Claim 2013,8500000,21569509,22885836,1316327,14385836,Comedy,David E. Talbert
1131,2016-10-07,Middle School: The Worst Years of My Life 2016,8500000,20007149,23311293,3304144,14811293,"Comedy,Family",Steve Carr
1132,2014-06-13,The Rover 2014,8500000,1109199,3180252,2071053,-5319748,"Action,Crime,Drama",David Michôd
1133,2017-12-31,Posledniy bogatyr 2017,8500000,0,30700192,30700192,22200192,"Action,Adventure,Comedy",Dmitriy Dyachenko
1134,2013-05-31,Yeh Jawaani Hai Deewani 2013,8300000,3827466,50827466,47000000,42527466,"Comedy,Drama,Musical",Ayan Mukherjee
1135,2010-09-17,Easy A 2010,8000000,58401464,76200721,17799257,68200721,"Comedy,Drama,Romance",Will Gluck
1136,2019-05-03,The Intruder 2019,8000000,35095904,36005871,909967,28005871,"Drama,Horror,Mystery",Deon Taylor
1137,2011-09-30,50/50 2011,8000000,35016118,41334735,6318617,33334735,"Comedy,Drama,Romance",Jonathan Levine
1138,2015-09-02,A Walk in the Woods 2015,8000000,29499394,37119358,7619964,29119358,"Adventure,Biography,Comedy",Ken Kwapis
1139,2014-01-31,That Awkward Moment 2014,8000000,26068955,53068955,27000000,45068955,"Comedy,Romance",Tom Gormican
1140,2013-09-18,Enough Said 2013,8000000,17550872,25621449,8070577,17621449,"Comedy,Drama,Romance",Nicole Holofcener
1141,2011-04-29,Prom 2011,8000000,10130219,10763183,632964,2763183,"Comedy,Drama,Family",Joe Nussbaum
1142,2015-06-12,Me and Earl and the Dying Girl 2015,8000000,6758416,9266180,2507764,1266180,"Comedy,Drama,Romance",Alfonso Gomez-Rejon
1143,2010-10-08,It's Kind of a Funny Story 2010,8000000,6363628,6632950,269322,-1367050,"Comedy,Drama,Romance","Ryan Fleck, Anna Boden"
1144,2016-09-02,Morgan 2016,8000000,3915251,7298786,3383535,-701214,"Action,Horror,Sci-Fi",Luke Scott
1145,2015-12-30,Anomalisa 2015,8000000,3759286,5706168,1946882,-2293832,"Animation,Comedy,Drama","Duke Johnson, Charlie Kaufman"
1146,2010-12-29,Another Year 2010,8000000,3205706,20005613,16799907,12005613,"Comedy,Drama",Mike Leigh
1147,2010-11-19,Made in Dagenham 2010,8000000,1095369,15644196,14548827,7644196,"Biography,Comedy,Drama",Nigel Cole
1148,2018-10-26,London Fields 2018,8000000,252676,433732,181056,-7566268,"Crime,Mystery,Thriller",Mathew Cullen
1149,2011-09-16,Restless 2011,8000000,163753,2772511,2608758,-5227489,"Drama,Romance",Gus Van Sant
1150,2010-10-29,Wild Target 2010,8000000,109338,5314194,5204856,-2685806,"Action,Comedy,Crime",Jonathan Lynn
